# spell_id	raw_hex	name_offset_byte	desc_offset_byte
# Extracted from 3.3.5a Spell.dbc (record_size=936, field_count=234)
# Name field at byte offset 544, Description field at byte offset 680
64854	56fd0000000000000000000000000000c0000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000650000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffffffff00000000000000000600000006000000000000000100000001000000000000000000000000000000000000000900000009000000000000000000000000000000000000000100000001000000000000000000000000000000000000000000000000000000000000006c0000006c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000800000000000000000000000000000000000000000000010000000000000000000000f7e91f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff0011ea1f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff000000000000000000000000000000000009000000000000000000000000000000000000000000000000000000000000000000803f0000803f0000803f000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000	544	680
64860	5cfd0000000000000000000000000000c00000000000000000000000000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000100000a0000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffffffff00000000000000000600000000000000000000000100000000000000000000000000000000000000000000000900000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000002a00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005dfd0000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000004aea1f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff0064ea1f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff000000000000000000000000000000000009000000000000000000000000000000000000000000000000000000000000000000803f0000803f0000803f00000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000803f000000000000000000000000	544	680
64867	63fd0000000000000000000000000000c0000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000100190000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffffffff00000000000000000600000000000000000000000100000000000000000000000000000000000000000000000900000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000002a000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000064fd00000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000080ec1f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff0098ec1f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff000000000000000000000000000000000003000000000000000000000000000000000000000000000000000000000000000000803f0000803f0000803f00000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000803f000000000000000000000000	544	680
64878	6efd0000000000000000000000000000c0000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000650000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffffffff00000000000000000600000000000000000000000100000000000000000000000000000000000000000000000900000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000006c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000082000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000faee1f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff0021ef1f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff00000000000000000000000000000000000a000000000000000000000000000000000000000000000000000000000000000000803f0000803f0000803f00000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000803f000000000000000000000000	544	680
64879	6ffd0000000000000000000000000000c0000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000650000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffffffff00000000000000000600000000000000000000000100000000000000000000000000000000000000000000000900000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000006b0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000070000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080020000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000073ef1f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff009aef1f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff00000000000000000000000000000000000a000000000000000000000000000000000000000000000000000000000000000000803f0000803f0000803f00000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000803f000000000000000000000000	544	680
64881	71fd0000000000000000000000000000c0000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000650000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffffffff00000000000000000600000006000000000000000100000001000000000000000000000000000000000000000900000009000000000000000000000000000000000000000100000001000000000000000000000000000000000000000000000000000000000000006c0000006c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008002000000000000000000008000000000000000000000000000000000000000000000000000001000000000000000000000011f01f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff0037f01f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff00000000000000000000000000000000000a000000000000000000000000000000000000000000000000000000000000000000803f0000803f0000803f000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000	544	680
64882	72fd0000000000000000000000000000c0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000010110100640000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffffffff00000000000000000600000000000000000000000100000000000000000000000000000000000000000000000900000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000002a000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000073fd0000000000000000000000000000000000000000000000000002000c002000000000000000000008000000000000000000000000000000000000000000000000000001000000000000000000000094f01f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff00baf01f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff00000000000000000000000000000000000a000000000000000000000000000000000000000000000000000000000000000000803f0000803f0000803f000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000	544	680
64910	8efd0000000000000000000000000000c0000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000650000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffffffff00000000000000000600000000000000000000000100000000000000000000000000000000000000000000000900000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000006b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000bef61f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff00dff61f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000000803f0000803f0000803f00000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000803f000000000000000000000000	544	680
64912	90fd0000000000000000000000000000c0000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000400000640000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffffffff00000000000000000600000000000000000000000100000000000000000000000000000000000000000000000e00000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000002a00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001600000000000000000000000000000000000000000000008ffd00000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000037f71f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff0058f71f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000000803f0000803f0000803f00000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000803f000000000000000000000000	544	680
64914	92fd0000000000000000000000000000c0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000400640000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffffffff00000000000000000600000000000000000000000100000000000000000000000000000000000000000000000e00000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000002a000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016000000000000000000000000000000000000000000000091fd000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000d8f71f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff00f1f71f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe01ff0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fc01ff000000000000000000000000000000000008000000000000000000000000000000000000000000000000000000000000000000803f0000803f0000803f00000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000803f000000000000000000000000	544	680
